case number,Who was the member adjudicating the decision?,What was the location of the landlord tenant board?,Did the decision state the landlord was represented?,Did the decision state the landlord attended the hearing?,Did the decision state the tenant was represented?,Did the decision state the tenant attended the hearing?,Did the decision state the landlord was a not-for-profit landlord (e.g. Toronto Community Housing)?,Did the decision state the tenant was collecting a subsidy?,What was the outcome of the case?,What was the length of the tenancy,What was the monthly rent?,rental deposit amount,was there an rent increases,What was the total amount of arrears?,Over how many months did the arrears accumulate?,Does the tenant made a payment on the arrears after the eviction notice,"Did the decision mention a history of arrears by the tenant separate from the arrears in the current claim (more than one period of arrears, recurrently coming in and out of arrears, arrears with previous landlord, etc.)?","Did the member find the tenant had or seemed to have the ability to pay rent, but chose not do so?","What were the specific mental, medical, or physical conditions of the tenant, if any?",Did the decision state that the tenant had children living with them?,Was the tenant employed at the time of the hearing?,"If the tenant was not employed, did the decision state the tenant was receiving any form of government assistance (e.g. OW, childcare benefits, ODSP, OSAP)?","If the tenant was employed, did the decision state any doubts about the stability of employment e.g. lack of guaranteed hours, contract work, etc.?",Did the member find the tenant had sufficient income to pay rent?,Did the decision mention the tenant lost their job leading up to or during the period of the hearing?,"Did the decision mention any other extenuating circumstances experienced by the tenant leading up to or during the period of the claim (e.g. hospitalization, death in the family, etc.)?","Did the decision mention the tenant’s difficulty finding alternative housing for any reason e.g.physical limitations, reliance on social assistance, etc.?",Did the decision state the tenant was given prior notice for the eviction?,Did the decisions state postponement would result in the tenant accruing additional arrears?,Did the decision mention the validity of an N4 eviction notice?,Payment Plan,L1 present?,L2 present?,L3 present?,L4 present?,L8 present?,L9 present?,N5 present?,N6 present?,N7 present?,N8 present?,T1 present?,T2 present?,T3 present?,T5 present?,T6 present?
TEL-89848-18,avril cardoso,Toronto,0,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1497.8,0,8955.67,6.0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-03678-19,shelby whittick,Toronto,1,1,0,1,0,0,No relief,72.0,1658.61,1658.61,0,13475.86,10.0,0,1,1,0,1,1,0,-1,1,0,1,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-03752-19,sonia anwar-ali,Peterborough,1,1,0,0,0,0,No relief,6.306049004594181,663.33,600.0,0,1990.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-04297-19,shelby whittick,Lindsay,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,980.0,0,6070.0,6.0,0,0,0,0,1,-1,-1,0,0,1,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-04353-19,shelby whittick,Peterborough,0,1,0,1,0,0,No relief,30.0,900.0,1365.9816966067865,0,3600.0,4.0,0,0,0,0,1,-1,1,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-04558-19,sonia anwar-ali,Toronto,0,0,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1050.0,0,5500.0,6.0,0,0,0,0,1,-1,-1,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-02119-17,jean-paul pilon,Toronto,1,1,0,1,0,0,No relief,8.0,2000.0,2000.0,0,3000.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-04649-19,tamara irwin,Toronto,1,1,0,1,0,0,No relief,7.0,500.0,500.0,0,3000.0,6.0,0,0,0,0,0,-1,-1,0,1,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-89175-17,roger rodrigues,Toronto,1,1,0,1,0,0,Relief,24.0,2100.0,2100.0,0,8164.11,7.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-05033-19,sonia anwar-ali,Peterborough,1,1,0,1,0,0,No relief,58.0,1300.0,1300.0,0,14735.0,10.0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-05071-19,sonia anwar-ali,Toronto,1,1,0,1,0,0,Conditional Order,6.306049004594181,1142.91,1365.9816966067865,0,0.0,0.0,0,0,0,0,0,1,0,-1,1,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TSL-89758-17,renee lang,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1577.0,1577.0,0,1348.01,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TEL-05202-19,sonia anwar-ali,Whitby,1,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,2237.85,4.0,1,0,0,1,0,-1,1,0,0,0,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-89992-17-RV,laura hartslief,Whitby,1,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,2450.0,0,4900.0,3.0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-90310-17,"roger rodrigues, david lee",Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,950.0,0,5050.0,4.0,1,0,0,1,0,-1,0,1,0,1,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-05412-19,laura hartslief,Whitby,1,0,0,0,0,0,No relief,28.0,1445.29,1445.29,0,12623.74,9.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-05656-19,shelby whittick,Toronto,0,1,0,1,0,0,Relief,6.306049004594181,1800.0,1365.9816966067865,0,1778.79,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TSL-90379-17,roderick flynn,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,900.0,0,4800.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-90695-17,jean-paul pilon,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,995.0,0,588.82,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-90710-17-RV,renee lang,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,869.41,0,4291.9,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-05698-19,sonia anwar-ali,Whitby,1,1,0,1,0,0,Relief,60.0,1595.9445741324917,876.85,0,4817.72,12.0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-90715-17,roger rodrigues,Toronto,1,0,1,0,0,0,No relief,96.0,1438.58,1275.0,1,55.02,18.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-90716-17,david lee,Toronto,1,0,0,1,0,0,Relief,12.0,1260.0,1200.0,0,2129.92,1.0,1,0,0,1,0,-1,-1,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
TSL-90721-17,roger rodrigues,Toronto,1,0,0,1,0,0,Relief,6.306049004594181,1243.58,1365.9816966067865,1,329.16,26.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-05728-19,shelby whittick,Whitby,1,0,0,0,0,0,No relief,6.306049004594181,1525.0,1525.0,0,7625.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-90833-17,roger rodrigues,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1993.51,0,842.91,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEL-64707-17-RV,karen wallace,Mississauga,1,1,0,1,0,0,No relief,6.306049004594181,700.0,700.0,0,2800.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
CEL-64717-17,avril cardoso,Mississauga,1,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1142.4,0,2331.42,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CEL-64754-17,ruth carey,Burlington,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,790.0,0,2370.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEL-65374-17,tiisetso russell,Mississauga,1,1,1,0,0,1,Relief,6.306049004594181,1329.0,92.87,0,10632.0,8.0,1,0,0,1,0,-1,1,0,0,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEL-65563-17,avril cardoso,Bracebridge,1,1,1,1,0,0,Relief,6.306049004594181,1200.0,1200.0,0,7200.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEL-65659-17-RV,karen wallace,Mississauga,1,1,1,1,0,0,Relief,10.0,775.0,850.0,0,2325.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CEL-65920-17,lisa del vecchio,Mississauga,1,1,1,1,0,0,No relief,6.306049004594181,2500.0,1365.9816966067865,1,25075.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
CEL-65976-17,alex brkic,Barrie,0,1,0,1,0,1,Relief,6.306049004594181,1595.9445741324917,550.0,0,2550.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-02330-18,sean henry,Toronto,0,1,0,0,0,0,No relief,10.0,1595.9445741324917,2000.0,0,5240.342916006339,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HOL-02330-18,sean henry,Toronto,0,1,0,0,0,0,No relief,10.0,1595.9445741324917,2000.0,0,5240.342916006339,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TSL-91302-17,roger rodrigues,Toronto,1,0,0,1,0,0,Relief,97.0,1204.87,1365.9816966067865,0,2409.74,3.0,1,1,0,0,1,1,1,-1,1,1,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-91339-17,roger rodrigues,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1650.0,0,4828.25,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TSL-91342-17,renee lang,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1064.44,950.0,0,10272.73,38.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-91499-17,renee lang,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1160.36,1365.9816966067865,0,5730.0,9.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-91513-17,david mungovan,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1250.0,0,1376.3,19.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
TSL-91920-18,david lee,Toronto,1,1,0,1,0,0,No relief,7.0,906.78,1365.9816966067865,0,3396.51,10.0,1,1,0,0,0,1,0,-1,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-92180-18,david lee,Toronto,0,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1500.0,0,3077.0,3.0,0,0,0,1,1,0,0,-1,0,0,1,1,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-92565-18,david lee,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,863.99,0,2698.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-92649-18,roderick flynn,Toronto,1,0,0,0,0,0,No relief,180.0,1595.9445741324917,1525.6,0,5878.25,5.0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-92675-18-RV,nancy henderson,Toronto,1,0,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1600.0,0,8000.0,15.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-93152-18,roger rodrigues,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,2300.0,2300.0,0,6200.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-93197-18,renee lang,Toronto,1,0,0,1,0,0,Relief,6.306049004594181,1050.0,1050.0,0,3400.0,8.0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-93410-18,renee lang,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1127.19,1126.51,0,1127.19,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CEL-66033-17,solange losier,Mississauga,1,1,1,1,0,0,Relief,6.306049004594181,1850.0,1850.0,0,4111.4,4.0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-93456-18-SA,roger rodrigues,Toronto,1,0,1,1,0,0,Relief,36.0,1317.41,1365.9816966067865,0,2393.89,3.0,1,1,0,0,1,-1,1,0,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEL-66306-17,tiisetso russell,Mississauga,1,1,0,1,0,0,No relief,60.0,1595.9445741324917,1365.9816966067865,0,4235.0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CEL-66488-17,avril cardoso,Mississauga,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,940.44,0,5240.342916006339,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CEL-66822-17,lynn mitchell,Mississauga,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1324.96,0,1738.66,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CEL-66886-17,lynn mitchell,Mississauga,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,800.0,0,4800.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CEL-67101-17,harry cho,Barrie,0,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,1700.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEL-67109-17,alex brkic,Mississauga,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5600.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEL-67620-17,alex brkic,Mississauga,1,0,0,0,0,0,No relief,7.0,1595.9445741324917,800.0,0,3200.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
CEL-68020-17,alex brkic,Mississauga,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1850.0,0,3950.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89910-18,jim mcmaster,Belleville ,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,920.0,0,1920.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CEL-68634-17,avril cardoso,Mississauga,1,0,1,0,0,0,Relief,72.0,1595.9445741324917,1555.0,0,1714.95,3.0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TEL-89912-18,jim mcmaster,Peterborough ,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1700.0,0,2715.98,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TEL-89993-18,elana rose,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1249.72,0,1229.82,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CEL-68793-17-RV,karen wallace,Barrie,1,0,1,0,0,0,Relief,6.306049004594181,1036.41,976.19,0,4610.04,5.0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-90055-18,elana rose,Toronto,0,1,1,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,11100.0,6.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CEL-69024-17,tiisetso russell,Mississauga,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1544.83,0,6179.32,4.0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-90112-18,elana rose,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,980.0,0,1562.45,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CEL-69750-17,lisa del vecchio,Mississauga,1,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5700.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TEL-90120-18,shelby whittick,Toronto,0,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1400.0,0,5790.0,4.0,0,0,0,0,1,1,0,-1,0,0,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEL-69848-17,avril cardoso,Mississauga,1,0,1,0,0,1,Relief,96.0,1250.66,1250.66,0,2822.64,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TEL-90179-18,shelby whittick,Toronto,0,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1700.0,0,6800.0,5.0,1,0,0,0,0,1,0,-1,0,1,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-90188-18,laura hartslief,Peterborough ,1,0,0,1,0,0,No relief,60.0,1595.9445741324917,900.0,0,2900.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-75185-16,shelby whittick,Toronto,1,0,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1024.13,0,3070.36,12.0,1,1,1,1,0,1,0,-1,1,0,1,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-90294-18,laura hartslief,Toronto,1,0,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1143.42,0,3406.58,3.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-90345-18,laura hartslief,Toronto,1,0,0,1,0,0,Relief,8.5,1595.9445741324917,2100.0,0,8400.0,5.0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-75630-16,laura hartslief,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1062.35,935.0,0,4456.63,8.0,1,1,0,0,1,-1,1,0,0,1,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-75637-16,laura hartslief,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,879.0,0,2668.73,4.0,1,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-93802-18,roderick flynn,Toronto,1,0,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,1795.65,3.0,1,0,0,0,1,0,0,-1,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-93873-18,roderick flynn,Toronto,1,0,1,0,0,0,No relief,6.306049004594181,1595.9445741324917,1168.08,0,3863.91,4.0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-93963-18,nancy henderson,Toronto,0,1,0,1,0,0,Relief,6.306049004594181,2300.0,1365.9816966067865,0,4600.0,4.0,0,0,0,0,1,1,0,-1,1,0,0,1,1,0,1,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TSL-94018-18,david lee,Toronto,1,1,0,1,0,0,No relief,12.0,1700.0,1365.9816966067865,0,18985.54,12.0,0,1,0,0,0,1,0,-1,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-94190-18,david lee,Toronto,0,1,0,1,0,0,No relief,70.0,750.0,700.0,0,2250.0,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-90354-18,laura hartslief,Toronto,1,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1265.75,0,1791.8,17.0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-94248-18-RV,nancy henderson,Toronto,1,0,0,0,0,0,No relief,5.0,1650.0,5.0,0,9602.17,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-90371-18   ,ruth carey,Belleville ,0,1,0,1,0,0,No relief,7.5,1595.9445741324917,800.0,0,4800.0,6.0,0,0,0,0,0,-1,1,0,0,1,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-90395-18,laura hartslief,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1048.76,0,2097.52,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CET-65284-17,avril cardoso,Mississauga,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1400.0,0,3306.33,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1
TEL-90399-18,laura hartslief,Toronto,0,1,0,1,0,0,No relief,11.0,1595.9445741324917,850.0,0,3000.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TEL-90414-18,ruth carey,Toronto,1,1,0,1,0,0,No relief,48.0,1320.45,1320.45,0,2638.47,3.0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-90458-18,laura hartslief,Toronto,1,0,0,1,0,0,No relief,36.0,1595.9445741324917,1223.73,0,3651.62,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-90508-18,laura hartslief,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1633.0,0,6441.0,29.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-90634-18   ,shelby whittick,Toronto,1,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1100.0,0,4190.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-02425-18-RV,karen wallace,Mississauga,1,1,0,1,0,0,No relief,48.0,2000.0,2000.0,0,12743.87,9.0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-02425-18-RV,karen wallace,Mississauga,1,1,0,1,0,0,No relief,48.0,2000.0,2000.0,0,12743.87,9.0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-02487-18,tiisetso russell,Mississauga,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5067.24,3.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAL-60748-16,philippe rabot,Ottawa,1,0,0,1,0,0,No relief,6.0,830.0,1365.9816966067865,0,4150.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-02522-18,sylvia watson,Toronto,1,1,1,1,0,0,No relief,40.0,4420.0,1365.9816966067865,0,25000.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAL-61057-16,john nolan,Ottawa,1,0,0,1,0,0,No relief,6.306049004594181,1430.0,1382.0,0,4290.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAL-61782-16,philippe rabot,Kingston,1,0,0,0,0,0,No relief,16.0,1377.0,1350.0,0,1708.6,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
